frame,time_s,person,L Knee Flex,R Knee Flex,L Hip Flex,R Hip Flex,L Elbow Flex,R Elbow Flex,L Shoulder Flex,R Shoulder Flex,Trunk Inclination
534,26.700000,0,,176.5641,,171.4267,162.3134,166.8019,22.3207,21.5111,5.8638
535,26.750000,0,121.8407,177.3104,146.9895,172.7386,159.1917,165.7368,23.6271,21.4211,5.0885
536,26.800000,0,101.1600,178.5226,127.8276,173.6756,156.5457,164.1417,23.6446,21.1534,4.2688
537,26.850000,0,87.1879,178.4882,109.5905,174.5206,156.7247,162.0942,22.9919,20.6996,3.4585
538,26.900000,0,78.0980,177.6779,97.5462,174.8854,158.0051,161.1401,22.6200,20.6218,3.0582
539,26.950000,0,72.5737,176.7829,87.0725,175.0585,158.8811,159.7695,21.8758,20.3121,2.7653
540,27.000000,0,69.4722,176.4737,80.8619,175.5098,,160.0622,21.3130,19.9903,2.7078
541,27.050000,0,69.7645,175.9787,79.6893,175.5751,160.7696,160.7587,20.8578,19.9093,3.0686
542,27.100000,0,69.1474,175.5426,80.7261,175.1579,162.5928,161.6704,20.4219,20.0450,3.1965
543,27.150000,0,71.6209,175.2647,85.3189,175.1826,159.9785,161.4500,20.6248,20.4338,3.0921
544,27.200000,0,76.1705,175.9364,92.0831,175.2388,158.9983,162.8983,21.2558,20.6798,2.5971
545,27.250000,0,84.6747,175.4275,102.0267,175.2942,158.9005,163.4598,22.5145,20.7949,2.0890
546,27.300000,0,97.9386,174.9363,115.8047,175.7856,158.6002,163.1855,23.4132,20.9275,2.1869
547,27.350000,0,111.4681,174.4021,130.2063,175.9319,159.6391,163.3246,24.3886,21.2335,2.8525
548,27.400000,0,124.8014,174.5485,142.3675,175.6460,161.7852,163.2814,24.8228,21.1849,3.4932
549,27.450000,0,138.5499,175.0681,153.4112,174.2883,163.4416,163.5750,24.9018,21.1421,4.2871
550,27.500000,0,148.6672,176.0889,162.0206,173.0230,162.9858,163.5344,24.6908,21.2270,4.8963
551,27.550000,0,157.2100,177.3309,168.4431,171.5906,162.7650,163.2301,24.2494,21.2026,5.3942
552,27.600000,0,163.7780,178.5817,171.3907,170.2439,161.9926,163.2066,23.8367,21.0722,5.8319
553,27.650000,0,168.4811,179.4597,171.6688,169.5059,161.1290,162.9629,23.0643,20.9482,5.9943
554,27.700000,0,171.7211,179.4068,171.4404,168.6667,160.4561,162.6430,22.2973,20.8973,6.1515
555,27.750000,0,175.1621,179.2229,170.4978,168.2017,160.5165,162.2956,21.7578,20.5775,6.0595
556,27.800000,0,176.1467,179.3763,170.6849,168.1215,161.1277,162.4020,21.0640,20.3530,5.7989
557,27.850000,0,177.1723,178.8500,171.1248,168.2358,161.7496,161.7868,20.6904,20.0633,5.1732
558,27.900000,0,177.6962,177.8915,171.6149,168.4574,162.3246,161.7547,20.5906,19.8892,4.3564
559,27.950000,0,178.3749,177.2826,172.4942,168.9948,162.9749,162.1279,20.2978,19.8173,3.2245
560,28.000000,0,177.5875,176.3709,174.8415,169.0203,164.0936,161.6562,20.1802,19.8694,2.5962
561,28.050000,0,177.2380,176.2421,175.6326,168.5890,165.3516,162.2130,20.0524,20.0706,3.3168
562,28.100000,0,176.8694,176.2829,174.8071,167.5883,165.4500,162.9095,20.1887,20.8021,4.9921
563,28.150000,0,176.9638,177.6501,172.1735,166.3799,166.0603,162.7611,20.4983,21.3897,7.1831
564,28.200000,0,176.0194,178.4957,170.0257,165.0910,165.8457,163.2262,20.6355,21.3648,9.1893
565,28.250000,0,175.8929,179.0014,167.9850,163.5749,165.8724,164.6151,20.8903,21.9975,11.2260
566,28.300000,0,175.2075,179.0836,164.5502,161.4167,165.2852,164.7980,21.4298,22.6656,13.9171
567,28.350000,0,176.4714,179.8629,159.7103,156.9001,164.5743,167.6705,22.1962,25.3919,17.9077
568,28.400000,0,177.6081,179.2156,155.6708,152.8201,163.9850,167.4225,23.5989,26.8500,21.6190
569,28.450000,0,,,,,164.3670,166.9960,,,
570,28.500000,0,175.4759,177.1332,142.3797,143.2374,165.3040,167.4724,28.1853,31.3458,31.2468
571,28.550000,0,,,134.4752,,162.3266,163.8750,34.4070,36.9776,40.5902
572,28.600000,0,,,,127.7592,161.2541,162.1371,,41.1626,
573,28.650000,0,,,,,161.9483,160.1956,,,
574,28.700000,0,,,,,,,,,
575,28.750000,0,,,,,160.6912,162.2769,,49.4278,
576,28.800000,0,173.0467,168.7426,104.7606,104.7057,162.1931,162.4762,52.4603,53.9026,63.5402
577,28.850000,0,172.2695,,102.7434,,165.0609,,57.9699,,
578,28.900000,0,,,,,,160.1862,,,
579,28.950000,0,,,,,162.8002,164.4880,,,
580,29.000000,0,,,,,,,,,
581,29.050000,0,,,,,,,,,
582,29.100000,0,,,,,,,,,
583,29.150000,0,,,,,,,,,
584,29.200000,0,,,,,,164.0185,,,
585,29.250000,0,,,,,,,,,
586,29.300000,0,,,,,,,,,
587,29.350000,0,,,,,,,,,
588,29.400000,0,,,,,,,,,
589,29.450000,0,,,,,,,,,
590,29.500000,0,,,,,,,,,
591,29.550000,0,,,,,,,,,
592,29.600000,0,,,,,,,,,
593,29.650000,0,,,,,,,,,
594,29.700000,0,,,,,,,,,
595,29.750000,0,,,,,,,,,
596,29.800000,0,,,,,,,,,
597,29.850000,0,,,,,,157.5069,,,
598,29.900000,0,,,,,,162.1843,,,
599,29.950000,0,,,94.3064,63.8537,138.2348,,52.7307,88.3125,92.2078
600,30.000000,0,170.1942,153.5555,90.5281,73.5960,146.9993,174.1386,54.3747,79.8775,83.4411
601,30.050000,0,169.1967,155.2539,92.0580,80.9602,153.6341,174.3363,54.8589,72.5207,75.8312
602,30.100000,0,169.5037,157.8141,98.3271,91.6454,157.9731,172.4703,52.3808,64.3459,67.6910
603,30.150000,0,168.7212,159.8754,104.9004,99.9394,161.5630,169.9390,49.2045,58.0722,60.2610
604,30.200000,0,167.1208,,107.4930,,160.8273,165.1206,48.1111,55.0033,58.1239
605,30.250000,0,168.6414,165.1024,115.1941,112.9054,162.2733,165.1431,44.1178,49.6219,51.3162
606,30.300000,0,170.2729,167.8898,122.9699,121.2348,163.5928,166.1267,40.9603,44.7981,44.7596
607,30.350000,0,171.4146,171.5042,130.0045,129.2723,165.1279,167.1860,38.4212,41.3236,39.2665
608,30.400000,0,,,133.1658,,167.1238,164.6010,37.5954,38.4816,35.3270
609,30.450000,0,,,,,169.0045,162.5420,36.4667,35.9212,31.3479
610,30.500000,0,171.7202,175.1358,143.9142,144.5148,170.0530,164.1328,34.4139,33.9870,27.0628
611,30.550000,0,173.5828,177.2280,149.5875,150.7144,171.2818,166.2327,32.2575,32.1102,23.1163
612,30.600000,0,175.3945,179.2257,154.9256,156.0671,171.7654,167.5422,29.9521,30.5515,19.2909
613,30.650000,0,176.2548,179.3890,158.8684,160.3657,171.7034,167.7509,28.1989,29.2179,16.0874
614,30.700000,0,177.3150,178.2260,162.9946,163.9893,171.9863,167.9274,26.5241,28.1790,13.2261
615,30.750000,0,177.9327,177.5801,166.0857,166.8823,171.8988,167.3435,24.8961,27.1058,10.6668
616,30.800000,0,177.8551,175.8446,168.7896,169.9567,171.3219,167.1329,23.3570,25.5995,8.1832
617,30.850000,0,178.2757,175.4531,170.6133,171.6782,170.8649,167.3275,22.0368,23.9929,6.1008
618,30.900000,0,178.2233,175.0418,171.7869,172.1096,170.6369,167.4038,21.0482,23.0906,4.3910
619,30.950000,0,178.4073,174.7747,172.1377,171.7900,170.7769,167.6824,19.9742,22.2063,2.8140
620,31.000000,0,178.1486,174.3040,171.6525,170.7548,170.7254,168.0051,18.9185,21.7858,1.6648
621,31.050000,0,178.0459,173.3833,171.0303,169.6847,170.9636,168.8124,18.3988,21.7577,1.0054
622,31.100000,0,177.8122,172.9402,171.4717,169.1924,171.0650,168.4719,18.0220,21.7933,1.1815
623,31.150000,0,177.3793,172.3809,171.7709,169.2056,170.8646,169.1440,17.8551,21.9951,1.6879
624,31.200000,0,177.3718,172.6369,173.1061,169.4049,171.0243,169.3936,18.0849,22.8183,2.6447
625,31.250000,0,177.3578,172.7440,174.2272,169.5809,170.9583,169.5620,18.6014,23.5448,4.2602
626,31.300000,0,177.3584,172.4912,174.6997,169.1100,171.3013,170.0248,19.5365,24.8753,6.2680
627,31.350000,0,176.7468,173.3968,172.9189,167.9384,170.8756,170.2116,20.4896,25.8603,8.4667
628,31.400000,0,175.3746,175.0931,168.4852,165.4270,171.1415,170.2833,22.6567,27.7397,11.8042
629,31.450000,0,,,,,171.3197,168.9439,26.4692,29.9273,16.5271
630,31.500000,0,173.8714,178.2698,154.2693,153.5366,169.7086,169.8955,29.2687,32.9277,21.2777
631,31.550000,0,174.6058,176.1327,149.0305,147.6790,168.4064,170.0352,31.3200,34.8777,26.0304
632,31.600000,0,,,,,165.4809,167.6534,,,
633,31.650000,0,,,,,,,,,
634,31.700000,0,,175.7101,,136.6682,164.8436,166.4117,,41.0830,
635,31.750000,0,170.0978,,124.6724,,162.1750,163.2365,44.9856,,
636,31.800000,0,,,,,,,,,
637,31.850000,0,168.8257,171.5095,105.6670,114.8894,164.0332,164.2831,57.3017,54.4561,60.8333
638,31.900000,0,166.5591,167.4061,96.9591,104.5512,159.4813,159.9303,59.7651,59.7202,66.8996
639,31.950000,0,,,,,,,,67.3323,
640,32.000000,0,,,,,,172.7325,69.5855,,
641,32.050000,0,,,,,166.9147,175.6189,,,
642,32.100000,0,,160.6901,,70.8464,166.4332,174.9551,81.0158,87.9331,92.3234
643,32.150000,0,,,,,,,,,
644,32.200000,0,,,,,,,,,
645,32.250000,0,,,,,,,,,
646,32.300000,0,,154.0146,,55.3789,,169.3099,,93.5482,
647,32.350000,0,,,,,,,,,
648,32.400000,0,,,,,,,,,
649,32.450000,0,,,,,,,,,
650,32.500000,0,,,,,,,,,
651,32.550000,0,,,,,,,,,
652,32.600000,0,,,,,,,,,
653,32.650000,0,,,,52.9403,,,,,95.3648
654,32.700000,0,,,,,,,,94.5024,
655,32.750000,0,,,,55.0648,162.1310,167.0982,74.6360,90.2427,91.0016
656,32.800000,0,,,,55.1417,163.1390,,74.6242,89.7015,90.8486
657,32.850000,0,,,78.6859,60.1477,165.4520,166.5664,71.5146,85.7499,87.8046
658,32.900000,0,,,78.8851,,169.3108,160.3825,68.9749,75.7835,81.2893
659,32.950000,0,158.9802,147.7339,84.0093,76.0167,170.2560,164.6562,63.8918,69.8345,74.4064
660,33.000000,0,,156.7125,,88.9653,166.6417,165.1839,57.1136,64.0606,68.8771
661,33.050000,0,163.7046,160.4913,98.9851,97.5329,165.5975,166.2296,51.0429,59.1787,62.8102
662,33.100000,0,163.5713,162.3743,105.5088,104.6847,165.1591,167.1802,44.8754,54.0741,56.9764
663,33.150000,0,165.1506,165.4665,113.9221,113.9227,164.1391,167.1136,39.0129,48.3534,50.8612
664,33.200000,0,167.0041,167.8667,123.6460,123.2945,163.1400,167.2289,32.9353,43.1573,44.1778
665,33.250000,0,167.5535,171.6716,131.8675,132.0507,164.3763,168.1889,29.4037,39.4231,38.3685
666,33.300000,0,169.7102,172.9040,138.7754,138.9405,164.0335,168.4631,26.4951,35.8173,33.5455
667,33.350000,0,170.1457,173.8365,143.8418,144.0393,163.2029,168.2875,23.9967,32.5831,29.4632
668,33.400000,0,171.6658,174.9525,148.8968,149.1852,165.3274,168.0978,23.6740,29.6215,25.1921
669,33.450000,0,172.7410,176.5126,153.0818,154.1502,165.7424,169.2092,22.4664,27.1937,21.3249
670,33.500000,0,172.5181,177.2550,155.9076,158.3929,165.4541,169.8402,21.8989,25.3934,17.9580
671,33.550000,0,173.6185,177.1696,159.4677,161.1632,162.5303,169.6397,21.2735,24.0546,15.2416
672,33.600000,0,173.1138,177.4392,162.3087,163.9108,160.7251,166.8655,20.4278,22.3381,12.5808
673,33.650000,0,172.7316,178.1340,165.3108,165.7771,159.1315,164.3340,19.5179,21.2081,10.0063
674,33.700000,0,174.1919,178.6497,168.0964,166.9783,158.2748,162.0911,18.8057,20.2338,8.1497
675,33.750000,0,174.5395,179.9031,170.4518,167.3534,158.3838,159.5009,18.5842,19.6693,6.4861
676,33.800000,0,175.1346,179.3256,171.8785,167.4935,157.7424,156.9589,17.7632,19.4254,5.2518
677,33.850000,0,174.9525,178.8504,173.5794,167.3842,157.7183,155.2295,17.0471,19.1596,4.0118
678,33.900000,0,174.7010,178.6631,174.3100,167.1853,156.5728,153.0409,16.5949,19.1459,3.3716
679,33.950000,0,174.6582,178.2585,174.6187,167.0593,154.9094,150.7874,15.8483,19.2578,2.8766
680,34.000000,0,174.2269,178.3806,174.4179,166.9868,152.5849,148.8691,15.3693,19.3298,2.3504
681,34.050000,0,173.5370,178.8051,173.7468,167.7839,148.4999,146.8558,15.3906,19.7656,2.5910
682,34.100000,0,172.4015,178.9237,173.8687,168.0216,142.8519,142.4790,15.6152,20.1330,2.3083
683,34.150000,0,171.6460,179.0459,173.4743,168.5081,135.1916,137.5465,16.3948,21.7716,2.6511
684,34.200000,0,171.6035,179.1489,173.7865,168.5393,127.6616,131.7706,17.0013,24.0719,2.8132
685,34.250000,0,171.0679,177.9984,172.9306,168.4122,119.6800,124.8662,18.2363,27.1947,3.9292
686,34.300000,0,170.3231,175.7181,170.8809,167.4995,112.0860,117.3275,20.2022,30.9617,5.4688
687,34.350000,0,168.3229,171.9667,167.8174,164.9377,104.9574,109.2542,22.6390,35.8890,6.9835
688,34.400000,0,166.0240,167.8073,163.6065,161.7946,99.9708,102.3420,27.0772,39.7793,8.6095
689,34.450000,0,163.0377,162.9844,159.1160,157.2043,95.9435,94.6257,34.3962,44.9518,10.4750
690,34.500000,0,159.0917,157.7735,153.3246,151.7921,91.4796,88.8113,41.4613,49.4143,13.0615
691,34.550000,0,154.4234,151.0188,146.8964,145.2004,86.9189,83.6994,48.0511,54.3368,15.6990
692,34.600000,0,149.6988,144.9315,140.6600,137.9162,83.0929,79.2687,54.5889,58.7564,18.5173
693,34.650000,0,143.3646,138.6143,132.9009,130.6344,78.8319,75.1057,63.4403,63.0782,21.3778
694,34.700000,0,136.2112,132.0251,124.2242,122.4480,74.6241,70.8140,69.8783,68.3135,24.7747
695,34.750000,0,130.8972,125.0641,117.8675,114.7639,69.8551,68.3039,74.7960,72.7705,27.5857
696,34.800000,0,126.0702,118.9836,111.4522,107.3818,66.5628,66.1934,79.0915,76.6559,30.4028
697,34.850000,0,122.3270,,106.7243,,64.1474,64.2467,81.0238,79.3092,32.6630
698,34.900000,0,119.4205,112.3063,103.4893,96.6767,62.1764,62.5563,81.7805,80.5669,34.3813
699,34.950000,0,115.7033,108.2633,99.5191,92.2257,61.5304,61.2258,81.5253,80.7632,35.1031
700,35.000000,0,110.0642,101.7470,92.0321,84.8279,60.6290,60.5330,82.5589,82.5930,37.1585
701,35.050000,0,105.1801,97.6407,87.6437,80.1801,59.4913,59.6603,81.0491,82.3260,38.1947
702,35.100000,0,99.2296,93.6456,81.3860,74.5262,59.0672,59.5942,80.3756,83.2234,39.6707
703,35.150000,0,95.4535,89.1885,77.5600,69.2618,58.8362,58.5282,78.7555,82.0979,39.7777
704,35.200000,0,91.7231,87.3260,74.7961,67.6371,58.3422,58.1281,76.2169,80.7001,39.5408
705,35.250000,0,88.4332,86.8960,72.1609,67.0655,58.8686,58.1445,76.0297,80.5026,39.9147
706,35.300000,0,90.1150,87.7060,72.9579,68.5493,59.8166,58.6620,75.5742,79.8764,39.8613
707,35.350000,0,92.0018,90.6434,75.3753,71.5713,60.6429,59.1771,75.6300,79.8117,39.5905
708,35.400000,0,93.6760,91.8649,76.9416,72.6376,61.4128,59.3443,76.8704,80.7836,39.5952
709,35.450000,0,97.2214,94.4333,80.1676,75.3393,61.6278,59.2859,78.5554,81.3260,39.4478
710,35.500000,0,102.4622,99.9398,85.8752,81.0116,61.0339,58.7684,79.6224,81.8947,38.6465
711,35.550000,0,106.5314,103.2123,89.5826,84.5711,60.2637,59.1088,80.8338,81.1334,37.5849
712,35.600000,0,111.3602,109.4426,95.6584,92.2418,61.1305,59.4627,80.1947,78.2725,35.2494
713,35.650000,0,116.9332,117.7100,102.3603,101.7370,62.8104,60.0528,78.0770,74.3424,32.6451
714,35.700000,0,123.4565,125.8259,110.2145,111.8459,63.1556,61.3948,75.1184,68.9550,29.4047
715,35.750000,0,129.5898,133.0868,117.7066,121.0594,64.9532,62.8866,71.0464,64.0570,26.1800
716,35.800000,0,136.4563,141.2198,126.3192,130.2644,66.6876,63.9832,67.0448,59.0226,22.8378
717,35.850000,0,143.5765,150.0636,134.4120,139.4131,68.4626,64.1600,63.0429,55.0599,19.8210
718,35.900000,0,149.5259,156.6223,141.0740,146.5762,69.1987,63.8412,59.5277,51.6795,17.1969
719,35.950000,0,155.7687,162.7410,147.8750,153.3214,71.5330,64.8749,56.6967,49.3152,14.6446
720,36.000000,0,161.1539,168.3398,154.0724,159.7649,72.8567,65.3416,54.0460,47.4191,12.1180
721,36.050000,0,166.4334,172.8078,160.0225,165.5039,73.9018,65.1518,51.4286,45.9214,9.7643
722,36.100000,0,170.8302,176.0899,164.1754,169.5121,73.9895,64.2911,50.0198,45.3215,7.9783
723,36.150000,0,174.1954,176.9391,167.3187,172.3783,75.1106,63.7406,48.6877,44.9288,6.4032
724,36.200000,0,176.1163,175.9043,169.5134,173.9345,74.2906,63.8456,47.0336,44.7706,4.9681
725,36.250000,0,176.7432,174.7199,170.3222,174.5836,72.8624,63.8804,45.6549,44.3950,4.2005
726,36.300000,0,176.6418,174.0830,170.8741,174.4413,72.8960,63.8588,44.9539,44.4458,3.6188
727,36.350000,0,176.2588,172.9755,170.9490,174.0936,71.5947,63.3843,43.8068,44.1525,3.0958
728,36.400000,0,176.0078,172.6922,171.0593,173.6650,71.4996,63.2452,43.5298,44.2786,2.7483
729,36.450000,0,175.8193,172.4530,171.2369,173.2486,70.6331,63.5596,43.2270,44.3166,2.4712
730,36.500000,0,175.6803,172.7881,171.6622,173.0340,69.3506,63.7340,43.6194,44.2914,2.6157
731,36.550000,0,175.5808,173.8594,172.4381,172.9077,69.9554,63.4227,44.3465,44.7731,2.9276
732,36.600000,0,175.4932,175.7726,172.8025,172.5582,70.2254,62.7203,45.7549,45.7050,3.8654
733,36.650000,0,174.9056,178.2475,171.1427,171.2811,70.9790,62.2131,48.1299,46.9595,5.4437
734,36.700000,0,172.0047,175.7634,167.2025,167.1707,69.6227,62.5239,51.3196,49.4561,7.6415
735,36.750000,0,168.0972,169.6015,162.1325,161.0744,70.2290,62.7179,55.5255,52.6206,10.0997
736,36.800000,0,162.5373,162.4702,155.1373,153.9699,70.0797,62.9872,59.6493,55.5283,12.9030
737,36.850000,0,158.0485,155.5134,148.1241,146.0450,72.1287,63.6748,64.3634,59.5293,15.9394
738,36.900000,0,152.0017,147.4601,139.9628,136.8792,71.3634,63.0600,69.5812,63.7662,19.4402
739,36.950000,0,143.8564,139.1139,130.8105,128.0939,69.2363,62.6805,75.1284,67.9673,22.7427
740,37.000000,0,136.0620,131.8883,121.5248,118.7751,68.4265,62.6918,79.5887,72.8191,26.5463
741,37.050000,0,129.2013,124.3679,112.9708,109.7282,67.1080,62.9240,83.3375,76.7518,30.1776
742,37.100000,0,124.5309,116.6034,107.4855,101.1833,66.5369,62.8578,85.8537,80.3851,32.8899
743,37.150000,0,119.6532,110.6908,102.9729,95.6899,66.7737,62.4083,86.6700,82.5613,34.2777
744,37.200000,0,113.2145,,96.3941,,65.8668,62.1188,86.9762,84.5293,35.6110
745,37.250000,0,104.3176,97.4535,87.1552,80.0566,64.9845,61.5195,87.4850,87.2275,37.5271
746,37.300000,0,95.6679,91.1418,78.0118,72.0094,64.9008,61.1003,88.1960,89.1301,39.2865
747,37.350000,0,89.1905,83.4297,70.6022,65.5994,65.3428,60.6659,87.9267,89.4421,40.0038
748,37.400000,0,83.0038,77.6219,65.1281,60.1102,65.7541,60.2443,87.4953,89.8832,40.6050
749,37.450000,0,80.4482,74.5413,62.3317,58.4227,66.5389,59.7949,86.6201,88.5269,40.4381
750,37.500000,0,79.6548,73.6684,62.1034,58.4906,66.8996,59.5820,85.4487,87.4799,39.7722
751,37.550000,0,78.6541,73.5150,61.3901,58.5694,66.1300,58.8473,85.1970,87.6973,39.9087
752,37.600000,0,80.9814,77.7662,64.9853,62.6680,66.2256,59.3238,85.7504,87.7863,39.4547
753,37.650000,0,85.4764,,69.5550,,65.7269,59.6062,85.3842,87.4299,38.3738
754,37.700000,0,90.2813,83.9180,74.7548,70.3807,64.1065,59.7421,86.5552,87.4575,37.5985
755,37.750000,0,96.9594,89.9936,81.9863,76.2157,62.4488,60.0385,87.1108,87.1183,36.6471
756,37.800000,0,103.2898,98.2917,88.5836,84.4096,62.3647,60.5151,87.8370,86.3361,35.3061
757,37.850000,0,108.4447,106.8891,94.8139,93.1521,61.6724,59.9319,87.6828,84.8070,33.4120
758,37.900000,0,115.4985,116.3499,102.9876,103.5814,61.8582,61.0212,85.6261,81.4637,30.5279
759,37.950000,0,123.5251,125.0384,111.5240,113.1934,62.9637,62.9650,82.9265,78.1370,27.6961
760,38.000000,0,130.2441,133.7215,120.1120,122.6295,65.4651,62.7695,78.2761,73.4729,24.1198
761,38.050000,0,136.3781,141.2911,127.6037,130.5365,65.9639,61.9665,74.4547,70.0237,21.1376
762,38.100000,0,143.1084,148.8493,135.5339,138.3549,68.6634,61.0502,70.8593,66.9319,18.0241
763,38.150000,0,150.1840,156.4839,142.9514,146.4559,67.5953,60.7744,67.7893,64.3688,15.3541
764,38.200000,0,155.5302,162.6308,149.0600,153.0426,66.7192,60.1382,65.3264,62.1119,13.0407
765,38.250000,0,161.0050,167.7368,155.0558,158.8396,65.8714,60.2687,62.7422,60.5415,10.9536
766,38.300000,0,166.0080,171.3996,160.7173,164.0297,65.4145,60.3224,60.7198,59.3388,8.7384
767,38.350000,0,170.3252,174.0319,166.0119,168.3229,65.9656,60.4687,58.8940,58.1864,6.2892
768,38.400000,0,173.6016,175.9706,169.7891,171.6645,65.0675,60.7826,56.9511,57.0851,4.3777
769,38.450000,0,175.8688,176.1164,171.8975,173.4907,65.2578,60.7434,55.5156,56.3131,2.8872
770,38.500000,0,176.9352,175.1234,172.7076,173.8640,64.7662,60.2582,54.2632,55.2519,1.7667
771,38.550000,0,177.2330,174.1805,172.8038,173.1933,64.4878,60.4618,52.8315,53.8766,0.9141
772,38.600000,0,177.1052,173.3835,172.4843,172.1181,64.5349,59.7365,51.7507,53.0577,0.9407
773,38.650000,0,176.8472,172.6431,172.1453,171.3313,64.1941,59.0386,51.2342,52.5167,1.3127
774,38.700000,0,176.7181,172.3914,171.6874,170.3563,63.8032,58.4742,50.5603,51.8066,1.7937
775,38.750000,0,176.3433,172.0701,171.4612,169.9895,62.9916,58.3057,50.2104,51.7844,1.8920
776,38.800000,0,176.4578,171.7310,171.1213,169.1989,62.4715,58.4078,50.2486,51.2182,2.2303
777,38.850000,0,176.4401,171.6566,170.9212,168.8932,62.5130,58.3005,49.8754,51.1476,2.2895
778,38.900000,0,176.3075,171.4153,170.8187,168.6124,63.0356,57.8579,49.9835,51.2477,2.3602
779,38.950000,0,176.0699,171.4897,170.6646,168.3871,63.1717,57.4454,50.0169,51.0352,2.4078
780,39.000000,0,176.2556,171.5830,170.4327,167.8254,63.4469,57.3234,49.6935,50.6354,2.6624
781,39.050000,0,176.1963,171.2962,170.1912,167.3069,63.4565,56.9446,49.4654,50.1460,2.7668
782,39.100000,0,176.5638,171.3549,170.4022,167.5479,63.9844,56.8771,49.5870,49.6087,2.5910
783,39.150000,0,176.6310,171.3905,170.3398,167.5967,64.2114,56.2676,49.3725,49.4911,2.5145
784,39.200000,0,176.5661,171.3142,170.2383,167.5514,64.7490,55.7333,49.2361,49.1683,2.5373
785,39.250000,0,176.3559,171.3551,170.1834,167.5886,64.7631,55.8651,49.1868,48.9746,2.4316
786,39.300000,0,176.2618,171.2674,170.1730,167.5333,64.2693,55.9556,49.1488,48.7774,2.3856
787,39.350000,0,176.0860,171.2500,170.2559,167.4264,63.8289,55.6384,49.1204,48.7096,2.3311
788,39.400000,0,175.8880,171.0390,170.5214,167.5456,63.5489,55.9840,49.0735,48.5755,2.1154
789,39.450000,0,176.3159,171.0051,170.8140,167.8769,64.1604,56.0534,49.3120,48.3475,1.9797
790,39.500000,0,175.8545,170.8845,170.7367,168.0454,63.6445,56.0542,49.2873,48.5435,1.9650
791,39.550000,0,175.5602,171.0065,170.9030,168.3830,63.9991,56.1721,49.2523,48.7341,1.8122
792,39.600000,0,175.3658,171.1170,170.9749,168.5490,64.1553,56.2132,48.9594,48.3373,1.6452
793,39.650000,0,175.5872,171.3909,171.5231,168.8536,64.7516,56.0559,49.1626,48.1361,1.4197
794,39.700000,0,175.8462,171.9726,172.0722,169.1118,65.8676,56.8732,49.2818,47.9346,1.2802
795,39.750000,0,175.8828,172.4732,172.8004,169.4559,67.7776,56.9157,49.3191,47.6718,0.9588
796,39.800000,0,176.0728,172.9615,173.5617,169.4873,70.8282,57.6853,49.6742,47.7999,0.6055
797,39.850000,0,176.2736,173.1189,174.3935,169.5957,75.9473,60.3418,49.9816,47.8323,0.7708
798,39.900000,0,176.1847,173.3110,174.7383,169.9994,79.6342,63.9722,50.5702,46.9753,1.7961
799,39.950000,0,175.9254,173.9580,174.9085,170.2406,79.4144,68.3265,50.8756,44.2073,3.1106
800,40.000000,0,175.6525,175.2031,174.3895,170.0915,80.7215,71.8462,50.9263,39.7628,4.3147
801,40.050000,0,175.4800,175.2632,173.8353,169.5943,81.3724,75.0023,50.8414,35.9179,5.5608
802,40.100000,0,175.6700,175.8806,172.4713,168.9817,84.9310,,50.9181,,6.9347
803,40.150000,0,175.2581,176.7189,170.9223,168.4346,89.9813,,49.9148,,8.2380
804,40.200000,0,175.0337,176.5203,169.4502,167.2164,95.1765,,49.6134,,9.7629
805,40.250000,0,175.3278,177.0647,166.4517,164.7316,101.9815,,48.9934,,11.4492
806,40.300000,0,174.7015,178.3778,162.4657,162.3388,108.7118,,49.2652,,13.2773
807,40.350000,0,170.4405,175.4322,155.7002,157.0346,114.7695,,49.5647,,16.2106
808,40.400000,0,165.4520,172.7672,148.1568,151.4313,119.7860,144.3055,49.9652,35.9165,19.8507
809,40.450000,0,159.4843,167.5029,140.7186,145.3492,122.4703,142.9398,50.1100,33.6355,23.6116
810,40.500000,0,158.1988,,133.9926,,126.3245,,49.9752,,28.1249
811,40.550000,0,156.0888,,127.1058,,130.2365,,51.0256,,32.5731
812,40.600000,0,154.9590,,120.8262,,134.2717,,52.9096,,36.9870
813,40.650000,0,153.2432,,114.1198,,137.2129,,53.9273,,41.9649
814,40.700000,0,152.5627,,108.5161,,140.9907,,55.2955,,47.3087
815,40.750000,0,151.5273,,101.1971,,144.8358,,57.5654,,53.5685
816,40.800000,0,151.0262,,94.4117,,147.7826,,59.9870,,59.4560
817,40.850000,0,147.7757,,86.3382,,149.7502,,63.2109,,65.5683
818,40.900000,0,145.8644,,77.5694,,154.9562,,66.7167,,72.3557
819,40.950000,0,143.2961,,69.9098,,156.1028,,70.9587,,78.2336
820,41.000000,0,140.0420,,63.5192,,155.9314,,73.7086,,82.8507
821,41.050000,0,135.3070,,57.6910,,153.7525,,76.4979,,86.7617
822,41.100000,0,132.7941,,52.5432,,155.3181,,78.8762,,90.2645
823,41.150000,0,129.7175,,47.9854,,156.1884,,80.8637,,93.1826
824,41.200000,0,127.9147,,45.2833,,154.6816,,81.9980,,94.8455
825,41.250000,0,126.0204,,42.7179,,154.9871,,82.4472,,95.9978
826,41.300000,0,125.3331,,42.1920,,153.5723,,82.1829,,96.7654
827,41.350000,0,125.4587,,41.9371,,152.2821,,82.6306,,97.5305
828,41.400000,0,126.0210,,42.2053,,149.8847,,82.2143,,97.5199
